country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,nameJa
JP,Japan,Miyagi,"",2020-02-16,-8,-4,-35,-15,-1,3,宮城
JP,Japan,Miyagi,"",2020-02-17,-2,1,1,1,0,1,宮城
JP,Japan,Miyagi,"",2020-02-18,-1,0,-6,-2,0,1,宮城
JP,Japan,Miyagi,"",2020-02-19,6,5,15,-1,1,0,宮城
JP,Japan,Miyagi,"",2020-02-20,3,5,11,-3,1,1,宮城
JP,Japan,Miyagi,"",2020-02-21,-1,1,8,-2,0,1,宮城
JP,Japan,Miyagi,"",2020-02-22,-2,4,16,2,-1,1,宮城
JP,Japan,Miyagi,"",2020-02-23,0,0,-27,-6,0,1,宮城
JP,Japan,Miyagi,"",2020-02-24,26,6,23,-19,-56,16,宮城
JP,Japan,Miyagi,"",2020-02-25,0,5,0,0,1,0,宮城
JP,Japan,Miyagi,"",2020-02-26,3,6,3,-3,2,0,宮城
JP,Japan,Miyagi,"",2020-02-27,0,6,3,-7,1,1,宮城
JP,Japan,Miyagi,"",2020-02-28,0,13,0,-14,2,2,宮城
JP,Japan,Miyagi,"",2020-02-29,-8,17,-5,-27,7,3,宮城
JP,Japan,Miyagi,"",2020-03-01,-10,13,-3,-30,6,3,宮城
JP,Japan,Miyagi,"",2020-03-02,-12,1,-18,-21,-2,4,宮城
JP,Japan,Miyagi,"",2020-03-03,-3,8,4,-22,-2,3,宮城
JP,Japan,Miyagi,"",2020-03-04,-6,3,0,-22,-3,4,宮城
JP,Japan,Miyagi,"",2020-03-05,-6,2,-3,-23,-3,4,宮城
JP,Japan,Miyagi,"",2020-03-06,-10,-1,-4,-25,-3,5,宮城
JP,Japan,Miyagi,"",2020-03-07,-10,4,15,-29,-2,4,宮城
JP,Japan,Miyagi,"",2020-03-08,-13,-3,-39,-35,-4,5,宮城
JP,Japan,Miyagi,"",2020-03-09,-6,1,6,-19,-3,4,宮城
JP,Japan,Miyagi,"",2020-03-10,-10,-4,-25,-23,-5,5,宮城
JP,Japan,Miyagi,"",2020-03-11,5,8,27,-19,-4,3,宮城
JP,Japan,Miyagi,"",2020-03-12,2,6,21,-19,-3,3,宮城
JP,Japan,Miyagi,"",2020-03-13,-4,3,15,-21,-4,4,宮城
JP,Japan,Miyagi,"",2020-03-14,-6,3,-6,-25,-5,4,宮城
JP,Japan,Miyagi,"",2020-03-15,-4,5,21,-26,-2,3,宮城
JP,Japan,Miyagi,"",2020-03-16,-2,1,1,-16,-3,3,宮城
JP,Japan,Miyagi,"",2020-03-17,-1,1,6,-19,-4,3,宮城
JP,Japan,Miyagi,"",2020-03-18,6,7,32,-15,-2,2,宮城
JP,Japan,Miyagi,"",2020-03-19,14,9,39,-10,-4,1,宮城
JP,Japan,Miyagi,"",2020-03-20,12,5,7,-35,-56,19,宮城
JP,Japan,Miyagi,"",2020-03-21,-3,5,33,-11,-7,2,宮城
JP,Japan,Miyagi,"",2020-03-22,-6,2,-5,-19,-2,2,宮城
JP,Japan,Miyagi,"",2020-03-23,-1,0,11,-15,-4,3,宮城
JP,Japan,Miyagi,"",2020-03-24,2,1,6,-16,-3,3,宮城
JP,Japan,Miyagi,"",2020-03-25,11,11,28,-13,-3,2,宮城
JP,Japan,Miyagi,"",2020-03-26,6,10,29,-16,-4,3,宮城
JP,Japan,Miyagi,"",2020-03-27,-2,5,13,-20,-4,4,宮城
JP,Japan,Miyagi,"",2020-03-28,-7,6,9,-25,-2,4,宮城
JP,Japan,Miyagi,"",2020-03-29,-14,0,-37,-35,-2,5,宮城
JP,Japan,Miyagi,"",2020-03-30,0,3,15,-18,-5,4,宮城
JP,Japan,Miyagi,"",2020-03-31,-2,5,18,-22,-4,4,宮城
JP,Japan,Miyagi,"",2020-04-01,-9,6,5,-25,-6,5,宮城
JP,Japan,Miyagi,"",2020-04-02,-11,4,-2,-29,-9,7,宮城
JP,Japan,Miyagi,"",2020-04-03,-13,6,31,-29,-9,6,宮城
JP,Japan,Miyagi,"",2020-04-04,-28,4,27,-47,-13,9,宮城
JP,Japan,Miyagi,"",2020-04-05,-31,0,-2,-54,-16,9,宮城
JP,Japan,Miyagi,"",2020-04-06,-15,2,9,-28,-9,6,宮城
JP,Japan,Miyagi,"",2020-04-07,-15,3,23,-32,-11,7,宮城
JP,Japan,Miyagi,"",2020-04-08,-13,6,42,-32,-12,7,宮城
JP,Japan,Miyagi,"",2020-04-09,-18,2,26,-36,-12,8,宮城
JP,Japan,Miyagi,"",2020-04-10,-22,5,6,-39,-12,9,宮城
JP,Japan,Miyagi,"",2020-04-11,-30,3,30,-52,-20,10,宮城
JP,Japan,Miyazaki,"",2020-02-15,-1,0,-16,-6,2,2,宮崎
JP,Japan,Miyazaki,"",2020-02-16,-2,-1,-27,-6,0,2,宮崎
JP,Japan,Miyazaki,"",2020-02-17,-1,0,0,8,2,0,宮崎
JP,Japan,Miyazaki,"",2020-02-18,2,1,-6,2,0,1,宮崎
JP,Japan,Miyazaki,"",2020-02-19,1,0,11,4,0,0,宮崎
JP,Japan,Miyazaki,"",2020-02-20,2,2,15,6,1,0,宮崎
JP,Japan,Miyazaki,"",2020-02-21,-1,1,-1,3,1,0,宮崎
JP,Japan,Miyazaki,"",2020-02-22,-1,3,-2,4,0,1,宮崎
JP,Japan,Miyazaki,"",2020-02-23,6,5,25,22,2,-2,宮崎
JP,Japan,Miyazaki,"",2020-02-24,24,2,66,25,-48,10,宮崎
JP,Japan,Miyazaki,"",2020-02-25,3,5,0,3,1,0,宮崎
JP,Japan,Miyazaki,"",2020-02-26,1,4,6,0,2,0,宮崎
JP,Japan,Miyazaki,"",2020-02-27,2,7,7,-1,1,1,宮崎
JP,Japan,Miyazaki,"",2020-02-28,6,17,-11,-12,2,1,宮崎
JP,Japan,Miyazaki,"",2020-02-29,-6,7,-40,-27,4,4,宮崎
JP,Japan,Miyazaki,"",2020-03-01,-9,0,-46,-31,3,5,宮崎
JP,Japan,Miyazaki,"",2020-03-02,-1,2,-2,-14,1,2,宮崎
JP,Japan,Miyazaki,"",2020-03-03,0,4,-2,-15,0,2,宮崎
JP,Japan,Miyazaki,"",2020-03-04,-3,1,-14,-18,-1,3,宮崎
JP,Japan,Miyazaki,"",2020-03-05,-3,4,4,-16,-1,3,宮崎
JP,Japan,Miyazaki,"",2020-03-06,-9,2,-1,-19,-1,4,宮崎
JP,Japan,Miyazaki,"",2020-03-07,-16,-2,-39,-32,-3,7,宮崎
JP,Japan,Miyazaki,"",2020-03-08,-11,2,-6,-19,-1,4,宮崎
JP,Japan,Miyazaki,"",2020-03-09,-9,-2,-13,-16,0,3,宮崎
JP,Japan,Miyazaki,"",2020-03-10,-1,5,-15,-16,-2,4,宮崎
JP,Japan,Miyazaki,"",2020-03-11,-2,5,2,-11,-2,3,宮崎
JP,Japan,Miyazaki,"",2020-03-12,-3,5,9,-10,-2,2,宮崎
JP,Japan,Miyazaki,"",2020-03-13,-5,3,-5,-19,-1,4,宮崎
JP,Japan,Miyazaki,"",2020-03-14,-5,3,-7,-20,-6,4,宮崎
JP,Japan,Miyazaki,"",2020-03-15,-8,3,-13,-17,-2,4,宮崎
JP,Japan,Miyazaki,"",2020-03-16,-1,1,-2,-10,-1,3,宮崎
JP,Japan,Miyazaki,"",2020-03-17,-5,1,-4,-14,-1,3,宮崎
JP,Japan,Miyazaki,"",2020-03-18,-4,2,7,-10,-1,3,宮崎
JP,Japan,Miyazaki,"",2020-03-19,3,6,1,-6,-1,1,宮崎
JP,Japan,Miyazaki,"",2020-03-20,12,7,49,-3,-48,13,宮崎
JP,Japan,Miyazaki,"",2020-03-21,-8,3,22,-9,-7,3,宮崎
JP,Japan,Miyazaki,"",2020-03-22,-11,-1,-38,-22,-2,5,宮崎
JP,Japan,Miyazaki,"",2020-03-23,-3,0,9,-9,0,2,宮崎
JP,Japan,Miyazaki,"",2020-03-24,0,2,6,-9,-2,2,宮崎
JP,Japan,Miyazaki,"",2020-03-25,5,6,13,-8,-5,2,宮崎
JP,Japan,Miyazaki,"",2020-03-26,-2,4,-20,-15,-3,3,宮崎
JP,Japan,Miyazaki,"",2020-03-27,-4,2,-23,-19,-3,4,宮崎
JP,Japan,Miyazaki,"",2020-03-28,-11,0,-31,-30,-4,6,宮崎
JP,Japan,Miyazaki,"",2020-03-29,-7,7,4,-15,2,3,宮崎
JP,Japan,Miyazaki,"",2020-03-30,-4,-1,-33,-17,-3,4,宮崎
JP,Japan,Miyazaki,"",2020-03-31,-2,4,-16,-16,-3,4,宮崎
JP,Japan,Miyazaki,"",2020-04-01,-6,1,-5,-20,-4,3,宮崎
JP,Japan,Miyazaki,"",2020-04-02,-6,2,32,-17,-5,3,宮崎
JP,Japan,Miyazaki,"",2020-04-03,-9,2,18,-20,-5,4,宮崎
JP,Japan,Miyazaki,"",2020-04-04,-13,5,24,-27,-7,5,宮崎
JP,Japan,Miyazaki,"",2020-04-05,-13,5,19,-27,-6,5,宮崎
JP,Japan,Miyazaki,"",2020-04-06,-7,4,14,-16,-5,3,宮崎
JP,Japan,Miyazaki,"",2020-04-07,-9,3,3,-21,-6,4,宮崎
JP,Japan,Miyazaki,"",2020-04-08,-12,1,8,-24,-7,4,宮崎
JP,Japan,Miyazaki,"",2020-04-09,-12,1,8,-25,-9,5,宮崎
JP,Japan,Miyazaki,"",2020-04-10,-11,3,0,-27,-9,6,宮崎
JP,Japan,Miyazaki,"",2020-04-11,-17,4,0,-36,-13,8,宮崎
JP,Japan,Nagano,"",2020-02-15,-2,3,6,-4,6,0,名古屋
JP,Japan,Nagano,"",2020-02-16,-5,-1,-31,-9,0,2,名古屋
JP,Japan,Nagano,"",2020-02-17,1,1,3,1,0,0,名古屋
JP,Japan,Nagano,"",2020-02-18,2,1,-5,-2,0,1,名古屋
JP,Japan,Nagano,"",2020-02-19,2,2,5,-1,0,0,名古屋
JP,Japan,Nagano,"",2020-02-20,3,4,0,1,0,0,名古屋
JP,Japan,Nagano,"",2020-02-21,-1,2,5,1,1,1,名古屋
JP,Japan,Nagano,"",2020-02-22,-2,5,-8,6,-2,1,名古屋
JP,Japan,Nagano,"",2020-02-23,6,9,9,9,1,0,名古屋
JP,Japan,Nagano,"",2020-02-24,30,6,54,13,-51,13,名古屋
JP,Japan,Nagano,"",2020-02-25,0,5,-8,-2,1,1,名古屋
JP,Japan,Nagano,"",2020-02-26,-3,5,-7,-7,1,1,名古屋
JP,Japan,Nagano,"",2020-02-27,-3,5,-10,-8,0,2,名古屋
JP,Japan,Nagano,"",2020-02-28,-1,15,-6,-14,1,2,名古屋
JP,Japan,Nagano,"",2020-02-29,-8,11,-15,-25,7,3,名古屋
JP,Japan,Nagano,"",2020-03-01,-9,7,-10,-26,2,4,名古屋
JP,Japan,Nagano,"",2020-03-02,-6,3,-6,-21,0,3,名古屋
JP,Japan,Nagano,"",2020-03-03,-1,7,4,-19,-1,3,名古屋
JP,Japan,Nagano,"",2020-03-04,-6,2,-8,-22,-2,4,名古屋
JP,Japan,Nagano,"",2020-03-05,-6,1,-12,-20,-2,4,名古屋
JP,Japan,Nagano,"",2020-03-06,-8,1,1,-21,-1,4,名古屋
JP,Japan,Nagano,"",2020-03-07,-10,2,-1,-25,0,5,名古屋
JP,Japan,Nagano,"",2020-03-08,-12,0,-38,-31,-3,6,名古屋
JP,Japan,Nagano,"",2020-03-09,-5,-1,13,-19,-2,3,名古屋
JP,Japan,Nagano,"",2020-03-10,-5,0,-25,-21,-3,4,名古屋
JP,Japan,Nagano,"",2020-03-11,-1,4,8,-18,-3,3,名古屋
JP,Japan,Nagano,"",2020-03-12,0,4,12,-16,-2,3,名古屋
JP,Japan,Nagano,"",2020-03-13,-3,2,7,-20,-2,4,名古屋
JP,Japan,Nagano,"",2020-03-14,-13,-5,-44,-34,-6,7,名古屋
JP,Japan,Nagano,"",2020-03-15,-4,5,-6,-25,-1,4,名古屋
JP,Japan,Nagano,"",2020-03-16,-9,-4,-20,-21,-2,4,名古屋
JP,Japan,Nagano,"",2020-03-17,3,4,4,-18,-3,3,名古屋
JP,Japan,Nagano,"",2020-03-18,1,3,13,-16,-4,3,名古屋
JP,Japan,Nagano,"",2020-03-19,9,7,14,-8,-3,1,名古屋
JP,Japan,Nagano,"",2020-03-20,17,11,23,-12,-51,16,名古屋
JP,Japan,Nagano,"",2020-03-21,-2,7,31,-11,-6,3,名古屋
JP,Japan,Nagano,"",2020-03-22,-6,3,-15,-12,0,3,名古屋
JP,Japan,Nagano,"",2020-03-23,-1,1,10,-13,-2,2,名古屋
JP,Japan,Nagano,"",2020-03-24,1,2,-5,-16,-3,3,名古屋
JP,Japan,Nagano,"",2020-03-25,4,7,16,-13,-4,2,名古屋
JP,Japan,Nagano,"",2020-03-26,3,10,26,-11,-4,2,名古屋
JP,Japan,Nagano,"",2020-03-27,-3,5,-6,-20,-5,5,名古屋
JP,Japan,Nagano,"",2020-03-28,-11,3,-25,-33,-3,5,名古屋
JP,Japan,Nagano,"",2020-03-29,-31,-11,-56,-44,-4,8,名古屋
JP,Japan,Nagano,"",2020-03-30,-4,4,-11,-22,-6,4,名古屋
JP,Japan,Nagano,"",2020-03-31,0,8,0,-24,-4,4,名古屋
JP,Japan,Nagano,"",2020-04-01,-13,0,-23,-29,-6,5,名古屋
JP,Japan,Nagano,"",2020-04-02,-8,4,0,-27,-7,5,名古屋
JP,Japan,Nagano,"",2020-04-03,-11,3,17,-29,-6,5,名古屋
JP,Japan,Nagano,"",2020-04-04,-16,4,8,-38,-7,6,名古屋
JP,Japan,Nagano,"",2020-04-05,-18,5,-7,-42,-7,6,名古屋
JP,Japan,Nagano,"",2020-04-06,-9,3,9,-26,-9,5,名古屋
JP,Japan,Nagano,"",2020-04-07,-9,5,10,-24,-6,4,名古屋
JP,Japan,Nagano,"",2020-04-08,-15,4,11,-26,-6,4,名古屋
JP,Japan,Nagano,"",2020-04-09,-16,2,7,-27,-6,5,名古屋
JP,Japan,Nagano,"",2020-04-10,-19,2,-3,-38,-8,7,名古屋
JP,Japan,Nagano,"",2020-04-11,-27,0,4,-50,-16,10,名古屋
JP,Japan,Nagasaki,"",2020-02-15,-2,2,-11,-7,2,0,長崎
JP,Japan,Nagasaki,"",2020-02-16,-6,-3,-35,-13,-1,2,長崎
JP,Japan,Nagasaki,"",2020-02-17,-9,-1,-22,-6,1,3,長崎
JP,Japan,Nagasaki,"",2020-02-18,-2,-2,-16,-3,-1,1,長崎
JP,Japan,Nagasaki,"",2020-02-19,2,1,5,1,1,0,長崎
JP,Japan,Nagasaki,"",2020-02-20,4,3,5,2,1,0,長崎
JP,Japan,Nagasaki,"",2020-02-21,0,2,-1,3,1,0,長崎
JP,Japan,Nagasaki,"",2020-02-22,-1,4,-3,-1,-1,0,長崎
JP,Japan,Nagasaki,"",2020-02-23,7,6,34,14,2,-2,長崎
JP,Japan,Nagasaki,"",2020-02-24,18,3,42,-3,-48,10,長崎
JP,Japan,Nagasaki,"",2020-02-25,0,3,-12,2,1,0,長崎
JP,Japan,Nagasaki,"",2020-02-26,2,4,4,-1,2,0,長崎
JP,Japan,Nagasaki,"",2020-02-27,2,6,3,-3,1,0,長崎
JP,Japan,Nagasaki,"",2020-02-28,-1,10,-17,-10,2,2,長崎
JP,Japan,Nagasaki,"",2020-02-29,-9,7,-40,-26,3,4,長崎
JP,Japan,Nagasaki,"",2020-03-01,-8,4,-27,-24,3,4,長崎
JP,Japan,Nagasaki,"",2020-03-02,-3,6,0,-12,2,2,長崎
JP,Japan,Nagasaki,"",2020-03-03,-2,5,-7,-13,1,2,長崎
JP,Japan,Nagasaki,"",2020-03-04,-5,1,-9,-17,-1,3,長崎
JP,Japan,Nagasaki,"",2020-03-05,-3,3,-1,-15,-1,3,長崎
JP,Japan,Nagasaki,"",2020-03-06,-6,1,-2,-17,-1,3,長崎
JP,Japan,Nagasaki,"",2020-03-07,-14,-4,-37,-32,-3,6,長崎
JP,Japan,Nagasaki,"",2020-03-08,-5,5,13,-20,0,3,長崎
JP,Japan,Nagasaki,"",2020-03-09,-8,-1,-8,-15,1,3,長崎
JP,Japan,Nagasaki,"",2020-03-10,-3,1,-23,-19,-3,4,長崎
JP,Japan,Nagasaki,"",2020-03-11,1,4,6,-12,-1,2,長崎
JP,Japan,Nagasaki,"",2020-03-12,0,5,10,-11,-1,2,長崎
JP,Japan,Nagasaki,"",2020-03-13,-3,2,-7,-15,-1,3,長崎
JP,Japan,Nagasaki,"",2020-03-14,-4,5,-3,-23,-3,3,長崎
JP,Japan,Nagasaki,"",2020-03-15,-5,5,1,-22,-2,4,長崎
JP,Japan,Nagasaki,"",2020-03-16,-5,3,1,-13,1,3,長崎
JP,Japan,Nagasaki,"",2020-03-17,-1,3,0,-12,-2,2,長崎
JP,Japan,Nagasaki,"",2020-03-18,2,3,14,-10,-2,2,長崎
JP,Japan,Nagasaki,"",2020-03-19,7,6,7,-6,-1,0,長崎
JP,Japan,Nagasaki,"",2020-03-20,13,7,34,-17,-46,12,長崎
JP,Japan,Nagasaki,"",2020-03-21,-3,6,25,-13,-5,2,長崎
JP,Japan,Nagasaki,"",2020-03-22,-7,1,-3,-16,-2,3,長崎
JP,Japan,Nagasaki,"",2020-03-23,-2,4,15,-6,0,2,長崎
JP,Japan,Nagasaki,"",2020-03-24,1,3,8,-7,-1,2,長崎
JP,Japan,Nagasaki,"",2020-03-25,6,8,23,-3,-2,1,長崎
JP,Japan,Nagasaki,"",2020-03-26,-3,1,-19,-12,-3,3,長崎
JP,Japan,Nagasaki,"",2020-03-27,-9,-3,-31,-17,-5,5,長崎
JP,Japan,Nagasaki,"",2020-03-28,-10,1,-33,-24,-4,5,長崎
JP,Japan,Nagasaki,"",2020-03-29,-3,8,30,-12,3,2,長崎
JP,Japan,Nagasaki,"",2020-03-30,-3,4,-11,-11,-2,3,長崎
JP,Japan,Nagasaki,"",2020-03-31,-1,6,-2,-11,-2,2,長崎
JP,Japan,Nagasaki,"",2020-04-01,-9,2,-17,-20,-5,4,長崎
JP,Japan,Nagasaki,"",2020-04-02,-7,6,19,-17,-6,3,長崎
JP,Japan,Nagasaki,"",2020-04-03,-12,4,8,-21,-6,5,長崎
JP,Japan,Nagasaki,"",2020-04-04,-16,7,18,-32,-7,6,長崎
JP,Japan,Nagasaki,"",2020-04-05,-15,8,29,-34,-7,6,長崎
JP,Japan,Nagasaki,"",2020-04-06,-11,6,15,-18,-4,4,長崎
JP,Japan,Nagasaki,"",2020-04-07,-8,5,2,-20,-8,4,長崎
JP,Japan,Nagasaki,"",2020-04-08,-9,4,8,-21,-10,4,長崎
JP,Japan,Nagasaki,"",2020-04-09,-13,4,3,-24,-7,5,長崎
JP,Japan,Nagasaki,"",2020-04-10,-15,3,-8,-26,-7,5,長崎
JP,Japan,Nagasaki,"",2020-04-11,-18,5,-6,-40,-13,8,長崎
JP,Japan,Nara,"",2020-02-15,-1,8,-15,-7,3,1,奈良
JP,Japan,Nara,"",2020-02-16,-10,-5,-41,-17,-2,3,奈良
JP,Japan,Nara,"",2020-02-17,-5,4,-14,-2,2,1,奈良
JP,Japan,Nara,"",2020-02-18,-4,4,-11,-4,-1,1,奈良
JP,Japan,Nara,"",2020-02-19,-1,5,9,-2,0,0,奈良
JP,Japan,Nara,"",2020-02-20,2,5,6,-2,-1,0,奈良
JP,Japan,Nara,"",2020-02-21,-1,5,12,1,0,0,奈良
JP,Japan,Nara,"",2020-02-22,-7,0,-32,-13,-2,2,奈良
JP,Japan,Nara,"",2020-02-23,1,10,31,1,1,0,奈良
JP,Japan,Nara,"",2020-02-24,24,14,75,-28,-56,14,奈良
JP,Japan,Nara,"",2020-02-25,0,9,-5,-2,1,1,奈良
JP,Japan,Nara,"",2020-02-26,0,6,-1,-1,0,1,奈良
JP,Japan,Nara,"",2020-02-27,-1,6,-6,-5,-1,1,奈良
JP,Japan,Nara,"",2020-02-28,2,15,-2,-5,2,1,奈良
JP,Japan,Nara,"",2020-02-29,-6,7,-44,-26,2,4,奈良
JP,Japan,Nara,"",2020-03-01,-3,21,12,-20,3,2,奈良
JP,Japan,Nara,"",2020-03-02,-5,11,1,-11,-1,3,奈良
JP,Japan,Nara,"",2020-03-03,0,13,14,-13,-2,3,奈良
JP,Japan,Nara,"",2020-03-04,-13,-3,-32,-17,-5,5,奈良
JP,Japan,Nara,"",2020-03-05,-6,6,-8,-15,-4,4,奈良
JP,Japan,Nara,"",2020-03-06,-5,6,14,-14,-3,4,奈良
JP,Japan,Nara,"",2020-03-07,-4,9,10,-26,-5,4,奈良
JP,Japan,Nara,"",2020-03-08,-15,1,-41,-37,-7,6,奈良
JP,Japan,Nara,"",2020-03-09,-5,6,20,-10,-2,3,奈良
JP,Japan,Nara,"",2020-03-10,-10,-2,-33,-17,-6,5,奈良
JP,Japan,Nara,"",2020-03-11,-2,7,13,-12,-5,3,奈良
JP,Japan,Nara,"",2020-03-12,0,8,36,-11,-5,3,奈良
JP,Japan,Nara,"",2020-03-13,-1,7,18,-11,-5,3,奈良
JP,Japan,Nara,"",2020-03-14,-10,-1,-46,-32,-9,6,奈良
JP,Japan,Nara,"",2020-03-15,-4,12,21,-21,-3,3,奈良
JP,Japan,Nara,"",2020-03-16,-9,2,-21,-13,-3,4,奈良
JP,Japan,Nara,"",2020-03-17,0,8,18,-13,-4,3,奈良
JP,Japan,Nara,"",2020-03-18,-1,8,26,-8,-4,2,奈良
JP,Japan,Nara,"",2020-03-19,6,9,21,-7,-5,1,奈良
JP,Japan,Nara,"",2020-03-20,25,20,70,-29,-55,14,奈良
JP,Japan,Nara,"",2020-03-21,1,11,39,-15,-8,3,奈良
JP,Japan,Nara,"",2020-03-22,-5,8,24,-21,-4,3,奈良
JP,Japan,Nara,"",2020-03-23,-2,5,16,-9,-3,3,奈良
JP,Japan,Nara,"",2020-03-24,1,6,9,-12,-4,3,奈良
JP,Japan,Nara,"",2020-03-25,5,10,33,-6,-5,2,奈良
JP,Japan,Nara,"",2020-03-26,4,13,40,-8,-6,2,奈良
JP,Japan,Nara,"",2020-03-27,-7,2,-30,-13,-7,5,奈良
JP,Japan,Nara,"",2020-03-28,-9,4,-39,-32,-8,6,奈良
JP,Japan,Nara,"",2020-03-29,-7,11,10,-27,-5,4,奈良
JP,Japan,Nara,"",2020-03-30,-5,5,-18,-14,-6,5,奈良
JP,Japan,Nara,"",2020-03-31,2,11,25,-15,-6,4,奈良
JP,Japan,Nara,"",2020-04-01,-18,-2,-30,-18,-9,6,奈良
JP,Japan,Nara,"",2020-04-02,-6,11,23,-16,-9,5,奈良
JP,Japan,Nara,"",2020-04-03,-8,10,49,-14,-8,5,奈良
JP,Japan,Nara,"",2020-04-04,-8,16,53,-28,-10,6,奈良
JP,Japan,Nara,"",2020-04-05,-13,16,55,-30,-9,6,奈良
JP,Japan,Nara,"",2020-04-06,-11,12,28,-16,-7,5,奈良
JP,Japan,Nara,"",2020-04-07,-8,10,28,-21,-11,6,奈良
JP,Japan,Nara,"",2020-04-08,-13,11,30,-23,-13,6,奈良
JP,Japan,Nara,"",2020-04-09,-13,7,24,-26,-15,7,奈良
JP,Japan,Nara,"",2020-04-10,-16,8,3,-27,-14,9,奈良
JP,Japan,Nara,"",2020-04-11,-17,12,5,-44,-19,9,奈良
JP,Japan,Niigata,"",2020-02-15,3,1,14,4,5,0,新潟
JP,Japan,Niigata,"",2020-02-16,-4,0,-16,-6,0,2,新潟
JP,Japan,Niigata,"",2020-02-17,0,-2,-7,-1,0,1,新潟
JP,Japan,Niigata,"",2020-02-18,-2,-1,-2,-3,0,1,新潟
JP,Japan,Niigata,"",2020-02-19,3,4,10,1,0,1,新潟
JP,Japan,Niigata,"",2020-02-20,3,5,0,-1,0,1,新潟
JP,Japan,Niigata,"",2020-02-21,3,3,15,3,0,0,新潟
JP,Japan,Niigata,"",2020-02-22,0,3,-5,9,-1,1,新潟
JP,Japan,Niigata,"",2020-02-23,0,0,-21,2,0,1,新潟
JP,Japan,Niigata,"",2020-02-24,34,10,17,4,-58,15,新潟
JP,Japan,Niigata,"",2020-02-25,0,5,-2,-2,0,0,新潟
JP,Japan,Niigata,"",2020-02-26,3,6,9,-2,1,1,新潟
JP,Japan,Niigata,"",2020-02-27,2,6,0,-5,1,1,新潟
JP,Japan,Niigata,"",2020-02-28,3,14,0,-13,1,1,新潟
JP,Japan,Niigata,"",2020-02-29,-3,12,-9,-23,11,2,新潟
JP,Japan,Niigata,"",2020-03-01,-8,8,-9,-29,2,4,新潟
JP,Japan,Niigata,"",2020-03-02,-3,4,-1,-20,-1,2,新潟
JP,Japan,Niigata,"",2020-03-03,-3,10,0,-22,-3,3,新潟
JP,Japan,Niigata,"",2020-03-04,-4,5,2,-23,-3,4,新潟
JP,Japan,Niigata,"",2020-03-05,-10,-1,-22,-27,-4,5,新潟
JP,Japan,Niigata,"",2020-03-06,-7,2,-5,-26,-3,5,新潟
JP,Japan,Niigata,"",2020-03-07,-8,2,11,-27,-1,4,新潟
JP,Japan,Niigata,"",2020-03-08,-8,2,9,-28,-3,4,新潟
JP,Japan,Niigata,"",2020-03-09,-1,0,30,-19,-3,3,新潟
JP,Japan,Niigata,"",2020-03-10,-6,2,-15,-23,-3,4,新潟
JP,Japan,Niigata,"",2020-03-11,-3,2,-11,-23,-4,4,新潟
JP,Japan,Niigata,"",2020-03-12,2,6,20,-19,-3,3,新潟
JP,Japan,Niigata,"",2020-03-13,-2,3,9,-23,-3,4,新潟
JP,Japan,Niigata,"",2020-03-14,-4,1,-27,-29,-8,6,新潟
JP,Japan,Niigata,"",2020-03-15,-5,4,11,-24,-3,4,新潟
JP,Japan,Niigata,"",2020-03-16,-7,-4,-22,-23,-3,4,新潟
JP,Japan,Niigata,"",2020-03-17,-3,1,2,-19,-3,3,新潟
JP,Japan,Niigata,"",2020-03-18,0,3,8,-18,-2,3,新潟
JP,Japan,Niigata,"",2020-03-19,11,9,39,-10,-3,1,新潟
JP,Japan,Niigata,"",2020-03-20,13,7,-13,-30,-56,20,新潟
JP,Japan,Niigata,"",2020-03-21,-3,2,19,-19,-5,4,新潟
JP,Japan,Niigata,"",2020-03-22,-12,-2,-38,-27,-3,5,新潟
JP,Japan,Niigata,"",2020-03-23,2,-1,12,-17,-3,3,新潟
JP,Japan,Niigata,"",2020-03-24,1,2,-3,-21,-5,4,新潟
JP,Japan,Niigata,"",2020-03-25,8,8,26,-14,-3,3,新潟
JP,Japan,Niigata,"",2020-03-26,6,10,41,-13,-4,2,新潟
JP,Japan,Niigata,"",2020-03-27,-1,5,-3,-22,-5,4,新潟
JP,Japan,Niigata,"",2020-03-28,-6,3,-21,-30,-7,5,新潟
JP,Japan,Niigata,"",2020-03-29,-11,3,-22,-35,-3,5,新潟
JP,Japan,Niigata,"",2020-03-30,3,2,20,-19,-5,3,新潟
JP,Japan,Niigata,"",2020-03-31,4,6,39,-21,-5,3,新潟
JP,Japan,Niigata,"",2020-04-01,-5,2,3,-26,-6,4,新潟
JP,Japan,Niigata,"",2020-04-02,-5,4,0,-27,-8,5,新潟
JP,Japan,Niigata,"",2020-04-03,-3,5,48,-26,-7,4,新潟
JP,Japan,Niigata,"",2020-04-04,-8,4,42,-32,-7,5,新潟
JP,Japan,Niigata,"",2020-04-05,-14,2,-31,-43,-9,7,新潟
JP,Japan,Niigata,"",2020-04-06,-6,1,-8,-25,-8,5,新潟
JP,Japan,Niigata,"",2020-04-07,-3,7,46,-20,-9,4,新潟
JP,Japan,Niigata,"",2020-04-08,-5,5,51,-22,-8,4,新潟
JP,Japan,Niigata,"",2020-04-09,-8,4,32,-24,-7,4,新潟
