県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日),週間ラグ平均,週間ラグ平均(経路不明)
兵庫県,2020/3/19,1310,93,19,0.070044709,1,1,0.016393443,183,8,1,4,6.366666667,4.571428571
奈良県,2020/3/19,249,8,0,0,0,0,0,9,0,0,0,N/A,N/A
和歌山県,2020/3/19,1167,17,3,0.019607843,0,1,0.006535948,65,0,0,0,5.333333333,6
鳥取県,2020/3/19,116,0,0,0,0,0,0,4,0,0,0,N/A,N/A
島根県,2020/3/19,96,0,0,0,0,0,0,7,1,1,0,N/A,N/A
岡山県,2020/3/19,190,0,0,0,0,0,0,9,0,0,0,N/A,N/A
広島県,2020/3/19,571,1,1,0,0,0,0,28,1,1,0,N/A,N/A
山口県,2020/3/19,160,3,1,0,0,0,0,6,0,0,0,N/A,N/A
徳島県,2020/3/19,93,1,0,0,0,0,0,5,0,0,0,N/A,N/A
香川県,2020/3/19,137,1,1,0.022727273,0,0,0.022727273,15,0,0,0,4,4
愛媛県,2020/3/19,188,3,1,0.037037037,0,0,0,7,0,0,0,2,N/A
高知県,2020/3/19,273,12,4,0,0,0,0,3,1,1,0,N/A,N/A
福岡県,2020/3/19,657,5,2,0.015748031,0,1,0,23,1,0,1,6,N/A
佐賀県,2020/3/19,102,1,0,0.019230769,0,0,0,7,0,0,0,4,N/A
長崎県,2020/3/19,224,1,0,0.01369863,0,0,0,11,0,0,0,N/A,N/A
熊本県,2020/3/19,492,7,2,0.007936508,0,1,0,25,0,0,0,3,N/A
大分県,2020/3/19,178,3,2,0.066666667,1,2,0.033333333,11,0,0,0,11.5,11
宮崎県,2020/3/19,198,3,1,0.025974026,0,0,0.012987013,12,0,0,0,6,10
鹿児島県,2020/3/19,177,0,0,0,0,0,0,6,0,0,0,N/A,N/A
沖縄県,2020/3/19,243,3,1,0,0,0,0,5,0,0,0,N/A,N/A
北海道,2020/3/20,1707,158,94,0.0546875,0,1,0.026041667,55,1,0,1,6,7.8
青森県,2020/3/20,87,0,0,0,0,0,0,4,0,0,0,N/A,N/A
岩手県,2020/3/20,36,0,0,0,0,0,0,3,0,0,0,N/A,N/A
宮城県,2020/3/20,157,1,0,0,0,0,0,8,0,0,0,N/A,N/A
秋田県,2020/3/20,117,2,1,0,0,0,0,2,0,0,0,N/A,N/A
山形県,2020/3/20,136,0,0,0,0,0,0,3,0,0,0,N/A,N/A
福島県,2020/3/20,153,2,0,0.024390244,0,0,0,12,0,0,0,12,N/A
茨城県,2020/3/20,516,3,0,0.023622047,0,0,0,25,1,1,0,7.666666667,N/A
栃木県,2020/3/20,279,4,0,0.028169014,0,1,0,7,1,0,0,3,N/A
群馬県,2020/3/20,198,11,2,0.098765432,0,1,0,10,0,0,0,5.625,N/A
埼玉県,2020/3/20,823,44,9,0.063122924,1,2,0.009966777,51,3,1,0,7.125,8.666666667
千葉県,2020/3/20,1190,45,13,0.048148148,1,6,0.007407407,47,6,3,3,5.083333333,9
東京都,2020/3/20,2536,129,60,0.091710758,5,11,0.047619048,22,39,22,5,8.235294118,8.814814815
神奈川県,2020/3/20,1613,69,26,0.05625,0,2,0.0125,29,9,6,2,9.375,8
新潟県,2020/3/20,730,25,4,0.034161491,0,1,0.00621118,83,0,0,0,10.36363636,8
富山県,2020/3/20,58,0,0,0,0,0,0,2,0,0,0,N/A,N/A
石川県,2020/3/20,174,8,2,0.043478261,0,1,0,2,0,0,0,1,N/A
福井県,2020/3/20,97,1,1,0.047619048,0,0,0.047619048,2,1,0,0,6,6
山梨県,2020/3/20,346,2,2,0,0,0,0,1,0,0,0,N/A,N/A
長野県,2020/3/20,332,4,1,0.014285714,0,0,0,18,0,0,0,3,N/A
岐阜県,2020/3/20,234,3,1,0.028571429,0,0,0,5,2,0,0,9,N/A
静岡県,2020/3/20,575,3,2,0,0,0,0,23,0,0,0,N/A,N/A
愛知県,2020/3/20,1838,139,18,0.03869969,1,5,0.009287926,108,3,0,1,2.8,6.2
三重県,2020/3/20,319,9,2,0.023255814,0,0,0.011627907,9,0,0,0,4,6
滋賀県,2020/3/20,149,4,2,0.06,0,0,0.02,7,0,0,0,5.666666667,11
京都府,2020/3/20,870,22,6,0.024509804,1,1,0.009803922,23,0,0,0,9.2,14
大阪府,2020/3/20,1410,123,36,0.068281938,2,4,0.033039648,78,11,5,0,6.846153846,9
兵庫県,2020/3/20,1434,101,19,0.065217391,0,8,0.010144928,124,3,1,0,6.321428571,3.25
奈良県,2020/3/20,258,8,0,0,0,0,0,9,0,0,0,N/A,N/A
和歌山県,2020/3/20,1279,17,3,0.012,0,0,0.004,112,0,0,0,5.333333333,6
鳥取県,2020/3/20,117,0,0,0,0,0,0,1,0,0,0,N/A,N/A
島根県,2020/3/20,97,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/3/20,199,0,0,0,0,0,0,9,0,0,0,N/A,N/A
広島県,2020/3/20,586,2,1,0.006134969,0,1,0,15,0,0,0,3,N/A
山口県,2020/3/20,165,3,1,0,0,0,0,5,0,0,0,N/A,N/A
徳島県,2020/3/20,95,1,0,0,0,0,0,2,0,0,0,N/A,N/A
香川県,2020/3/20,147,1,1,0.020408163,0,0,0.020408163,10,0,0,0,4,4
愛媛県,2020/3/20,195,3,1,0.03125,0,0,0,7,0,0,0,2,N/A
高知県,2020/3/20,281,12,4,0,0,0,0,8,0,0,0,N/A,N/A
福岡県,2020/3/20,681,5,2,0.014925373,0,0,0,24,2,2,0,6,N/A
佐賀県,2020/3/20,107,1,0,0,0,0,0,5,0,0,0,N/A,N/A
長崎県,2020/3/20,234,1,0,0.01369863,0,0,0,10,0,0,0,N/A,N/A
熊本県,2020/3/20,504,7,2,0.008196721,0,0,0,12,0,0,0,3,N/A
大分県,2020/3/20,245,8,2,0.073684211,0,5,0.010526316,67,1,0,0,11.5,11
宮崎県,2020/3/20,210,3,1,0.027027027,0,0,0.013513514,12,0,0,0,6,10
鹿児島県,2020/3/20,182,0,0,0,0,0,0,5,0,0,0,N/A,N/A
沖縄県,2020/3/20,247,3,1,0,0,0,0,4,0,0,0,N/A,N/A
北海道,2020/3/21,1755,159,94,0.043478261,0,1,0.023188406,48,6,2,3,6.266666667,7.5
青森県,2020/3/21,90,0,0,0,0,0,0,3,1,0,1,N/A,N/A
岩手県,2020/3/21,37,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮城県,2020/3/21,157,1,0,0,0,0,0,0,1,0,0,N/A,N/A
秋田県,2020/3/21,118,2,1,0,0,0,0,1,0,0,0,N/A,N/A
山形県,2020/3/21,140,0,0,0,0,0,0,4,0,0,0,N/A,N/A
福島県,2020/3/21,155,2,0,0,0,0,0,2,0,0,0,N/A,N/A
茨城県,2020/3/21,529,3,0,0.023809524,0,0,0,13,1,0,0,7.666666667,N/A
栃木県,2020/3/21,287,4,0,0.02739726,0,0,0,8,0,0,0,3,N/A
群馬県,2020/3/21,206,11,2,0.075,0,0,0,8,0,0,0,4.666666667,N/A
埼玉県,2020/3/21,841,48,10,0.058608059,1,4,0.010989011,18,4,2,2,5.733333333,6
千葉県,2020/3/21,1209,46,14,0.048192771,1,1,0.012048193,19,6,3,1,5.181818182,8.333333333
東京都,2020/3/21,2603,136,66,0.087033748,6,7,0.053285968,67,45,26,1,8.040816327,8.133333333
神奈川県,2020/3/21,1643,73,29,0.068535826,3,4,0.021806854,30,6,3,1,9.35,9.285714286
新潟県,2020/3/21,732,27,4,0.038062284,0,2,0,2,0,0,0,10.5,N/A
富山県,2020/3/21,60,0,0,0,0,0,0,2,0,0,0,N/A,N/A
石川県,2020/3/21,177,8,2,0.043478261,0,0,0,3,0,0,0,1,N/A
福井県,2020/3/21,100,1,1,0.043478261,0,0,0.043478261,3,3,1,0,6,6
山梨県,2020/3/21,351,2,2,0,0,0,0,5,1,1,0,N/A,N/A
長野県,2020/3/21,333,4,1,0,0,0,0,1,0,0,0,N/A,N/A
岐阜県,2020/3/21,238,3,1,0.028571429,0,0,0,4,2,1,0,9,N/A
静岡県,2020/3/21,580,3,2,0,0,0,0,5,0,0,0,N/A,N/A
愛知県,2020/3/21,1947,141,18,0.029985007,0,2,0.008995502,109,3,0,0,3.533333333,6.2
三重県,2020/3/21,328,9,2,0.012820513,0,0,0.012820513,9,0,0,0,6,6
滋賀県,2020/3/21,157,4,2,0.036363636,0,0,0,8,0,0,0,3,N/A
京都府,2020/3/21,892,23,6,0.031746032,0,1,0.010582011,22,3,1,1,8.5,14
大阪府,2020/3/21,1428,125,38,0.058823529,2,2,0.025575448,18,14,9,1,7.684210526,10.6
兵庫県,2020/3/21,1518,107,19,0.057636888,0,6,0.010086455,84,7,1,1,6.296296296,3.25
奈良県,2020/3/21,267,8,0,0,0,0,0,9,0,0,0,N/A,N/A
和歌山県,2020/3/21,1297,17,3,0.011764706,0,0,0.003921569,18,0,0,0,5.333333333,6
鳥取県,2020/3/21,119,0,0,0,0,0,0,2,0,0,0,N/A,N/A
島根県,2020/3/21,99,0,0,0,0,0,0,2,0,0,0,N/A,N/A
岡山県,2020/3/21,202,0,0,0,0,0,0,3,0,0,0,N/A,N/A
広島県,2020/3/21,617,3,1,0.011904762,0,1,0,31,2,1,0,1.5,N/A
山口県,2020/3/21,171,3,1,0,0,0,0,6,0,0,0,N/A,N/A
徳島県,2020/3/21,97,1,0,0,0,0,0,2,0,0,0,N/A,N/A
香川県,2020/3/21,153,1,1,0.018867925,0,0,0.018867925,6,0,0,0,4,4
愛媛県,2020/3/21,201,3,1,0.027027027,0,0,0,6,0,0,0,2,N/A
高知県,2020/3/21,285,12,4,0,0,0,0,4,1,0,0,N/A,N/A
福岡県,2020/3/21,685,5,2,0.016949153,0,0,0,4,6,4,2,6,N/A
佐賀県,2020/3/21,108,1,0,0,0,0,0,1,0,0,0,N/A,N/A
長崎県,2020/3/21,240,1,0,0,0,0,0,6,0,0,0,N/A,N/A
熊本県,2020/3/21,512,7,2,0.008130081,0,0,0,8,2,1,0,3,N/A
大分県,2020/3/21,356,13,2,0.058536585,0,5,0.004878049,111,1,1,0,9,11
宮崎県,2020/3/21,217,3,1,0.025,0,0,0.0125,7,0,0,0,6,10
鹿児島県,2020/3/21,188,0,0,0,0,0,0,6,0,0,0,N/A,N/A
沖縄県,2020/3/21,252,3,1,0,0,0,0,5,0,0,0,N/A,N/A
北海道,2020/3/22,1775,162,96,0.044728435,2,3,0.022364217,20,2,2,0,8.142857143,8.714285714
青森県,2020/3/22,94,0,0,0,0,0,0,4,0,0,0,N/A,N/A
岩手県,2020/3/22,38,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮城県,2020/3/22,160,1,0,0,0,0,0,3,1,1,0,N/A,N/A
秋田県,2020/3/22,120,2,1,0,0,0,0,2,0,0,0,N/A,N/A
山形県,2020/3/22,143,0,0,0,0,0,0,3,0,0,0,N/A,N/A
福島県,2020/3/22,157,2,0,0,0,0,0,2,0,0,0,N/A,N/A
茨城県,2020/3/22,538,4,1,0.030769231,1,1,0.007692308,9,2,1,0,6.5,3
栃木県,2020/3/22,294,4,0,0.02739726,0,0,0,7,2,0,0,3,N/A
群馬県,2020/3/22,206,11,2,0.084507042,0,0,0,0,1,0,0,4.666666667,N/A
埼玉県,2020/3/22,875,54,10,0.075601375,0,6,0.010309278,34,6,5,0,5.684210526,6
千葉県,2020/3/22,1229,48,15,0.05078125,1,2,0.015625,20,3,2,1,5.076923077,7.5
東京都,2020/3/22,2607,138,66,0.092485549,0,2,0.055876686,4,65,38,3,7.875,8
神奈川県,2020/3/22,1672,78,32,0.068535826,3,5,0.028037383,29,16,10,2,7.45,8.555555556
新潟県,2020/3/22,775,27,4,0.034375,0,0,0,43,1,1,0,10.5,N/A
富山県,2020/3/22,62,0,0,0,0,0,0,2,0,0,0,N/A,N/A
石川県,2020/3/22,178,8,2,0.041666667,0,0,0,1,1,0,1,1,N/A
福井県,2020/3/22,102,1,1,0.043478261,0,0,0.043478261,2,9,3,0,6,6
山梨県,2020/3/22,358,2,2,0,0,0,0,7,1,0,1,N/A,N/A
長野県,2020/3/22,336,4,1,0,0,0,0,3,0,0,0,N/A,N/A
岐阜県,2020/3/22,243,5,2,0.083333333,1,2,0.027777778,5,0,0,0,6,6
静岡県,2020/3/22,581,3,2,0,0,0,0,1,0,0,0,N/A,N/A
愛知県,2020/3/22,2055,143,18,0.032069971,0,2,0.008746356,108,1,0,0,3.411764706,6.2
三重県,2020/3/22,337,9,2,0.012048193,0,0,0.012048193,9,0,0,0,6,6
滋賀県,2020/3/22,164,4,2,0.033898305,0,0,0,7,2,0,1,3,N/A
京都府,2020/3/22,915,24,7,0.040229885,1,1,0.017241379,23,4,2,0,8,11
大阪府,2020/3/22,1460,131,41,0.065274151,3,6,0.031331593,32,16,10,2,7.136363636,9.583333333
兵庫県,2020/3/22,1607,111,19,0.045833333,0,4,0.005555556,89,1,0,1,5.75,3.5
奈良県,2020/3/22,275,8,0,0,0,0,0,8,0,0,0,N/A,N/A
和歌山県,2020/3/22,1305,17,3,0.007968127,0,0,0.003984064,8,0,0,0,7,6
鳥取県,2020/3/22,120,0,0,0,0,0,0,1,0,0,0,N/A,N/A
島根県,2020/3/22,101,0,0,0,0,0,0,2,0,0,0,N/A,N/A
岡山県,2020/3/22,206,1,0,0.02173913,0,1,0,4,0,0,0,5,N/A
広島県,2020/3/22,631,3,1,0.011904762,0,0,0,14,0,0,0,1.5,N/A
山口県,2020/3/22,176,4,1,0.025,0,1,0,5,1,0,1,10,N/A
徳島県,2020/3/22,97,1,0,0,0,0,0,0,0,0,0,N/A,N/A
香川県,2020/3/22,157,1,1,0.017857143,0,0,0.017857143,4,0,0,0,4,4
愛媛県,2020/3/22,208,3,1,0.023809524,0,0,0,7,1,1,0,2,N/A
高知県,2020/3/22,292,12,4,0,0,0,0,7,1,1,0,N/A,N/A
福岡県,2020/3/22,697,5,2,0.016806723,0,0,0,12,3,2,0,6,N/A
佐賀県,2020/3/22,108,1,0,0,0,0,0,0,0,0,0,N/A,N/A
長崎県,2020/3/22,246,1,0,0,0,0,0,6,0,0,0,N/A,N/A
熊本県,2020/3/22,521,7,2,0.008196721,0,0,0,9,0,0,0,3,N/A
大分県,2020/3/22,538,21,3,0.051948052,1,8,0.005194805,182,0,0,0,9,11
宮崎県,2020/3/22,220,3,1,0.024096386,0,0,0.012048193,3,0,0,0,6,10
鹿児島県,2020/3/22,193,0,0,0,0,0,0,5,0,0,0,N/A,N/A
沖縄県,2020/3/22,263,3,1,0,0,0,0,11,0,0,0,N/A,N/A
北海道,2020/3/23,1794,162,96,0.032894737,0,0,0.019736842,19,1,1,0,9.1,8.5
青森県,2020/3/23,97,2,0,0.086956522,0,2,0,3,1,1,0,5.5,N/A
岩手県,2020/3/23,40,0,0,0,0,0,0,2,0,0,0,N/A,N/A
宮城県,2020/3/23,162,1,0,0,0,0,0,2,1,0,0,N/A,N/A
秋田県,2020/3/23,121,2,1,0,0,0,0,1,0,0,0,N/A,N/A
山形県,2020/3/23,145,0,0,0,0,0,0,2,1,1,0,N/A,N/A
福島県,2020/3/23,164,2,0,0,0,0,0,7,1,1,0,N/A,N/A
茨城県,2020/3/23,551,5,2,0.037878788,1,1,0.015151515,13,0,0,0,7.6,7.5
栃木県,2020/3/23,307,4,0,0.025,0,0,0,13,2,1,0,3,N/A
群馬県,2020/3/23,214,11,2,0.069444444,0,0,0,8,3,2,0,4.2,N/A
埼玉県,2020/3/23,922,55,11,0.069908815,1,1,0.012158055,47,12,2,4,5.75,6.25
千葉県,2020/3/23,1260,52,16,0.062962963,1,4,0.018518519,31,10,4,1,5.411764706,8
東京都,2020/3/23,2756,154,73,0.103059581,7,16,0.057971014,149,58,30,4,8.35483871,8.8
神奈川県,2020/3/23,1701,78,32,0.073578595,0,0,0.030100334,29,12,8,0,7.45,8.555555556
新潟県,2020/3/23,786,27,4,0.033783784,0,0,0,11,0,0,0,9.777777778,N/A
富山県,2020/3/23,63,0,0,0,0,0,0,1,0,0,0,N/A,N/A
石川県,2020/3/23,185,8,2,0.037037037,0,0,0,7,1,1,0,1,N/A
福井県,2020/3/23,108,1,1,0.041666667,0,0,0.041666667,6,1,0,0,6,6
山梨県,2020/3/23,370,2,2,0,0,0,0,12,1,0,1,N/A,N/A
長野県,2020/3/23,339,4,1,0,0,0,0,3,1,1,0,N/A,N/A
岐阜県,2020/3/23,247,9,2,0.21875,0,4,0.03125,4,0,0,0,7.166666667,6
静岡県,2020/3/23,584,3,2,0,0,0,0,3,1,1,0,N/A,N/A
愛知県,2020/3/23,2164,145,19,0.030942335,1,2,0.009845288,109,6,1,1,3.647058824,6.5
三重県,2020/3/23,346,9,2,0.011235955,0,0,0.011235955,9,0,0,0,6,6
滋賀県,2020/3/23,167,5,2,0.058823529,0,1,0,3,0,0,0,2.333333333,N/A
京都府,2020/3/23,937,25,8,0.041237113,1,1,0.020618557,22,4,2,1,7.125,8.5
大阪府,2020/3/23,1483,134,42,0.066326531,1,3,0.030612245,23,21,11,1,7.869565217,10.5
兵庫県,2020/3/23,1722,113,19,0.040207523,0,2,0.003891051,115,8,3,1,6.260869565,2
奈良県,2020/3/23,284,9,0,0.016393443,0,1,0,9,3,1,0,N/A,N/A
和歌山県,2020/3/23,1316,17,3,0.008333333,0,0,0.004166667,11,0,0,0,7,6
鳥取県,2020/3/23,125,0,0,0,0,0,0,5,0,0,0,N/A,N/A
島根県,2020/3/23,105,0,0,0,0,0,0,4,0,0,0,N/A,N/A
岡山県,2020/3/23,219,1,0,0.018867925,0,0,0,13,2,2,0,5,N/A
広島県,2020/3/23,656,3,1,0.011764706,0,0,0,25,1,0,0,1.5,N/A
山口県,2020/3/23,184,4,1,0.020833333,0,0,0,8,1,0,0,10,N/A
徳島県,2020/3/23,102,1,0,0,0,0,0,5,0,0,0,N/A,N/A
香川県,2020/3/23,162,1,1,0.01754386,0,0,0.01754386,5,0,0,0,4,4
愛媛県,2020/3/23,215,3,1,0.022222222,0,0,0,7,1,0,1,2,N/A
高知県,2020/3/23,296,12,4,0,0,0,0,4,0,0,0,N/A,N/A
福岡県,2020/3/23,710,6,3,0.023622047,1,1,0.007874016,13,7,5,1,6,6
佐賀県,2020/3/23,113,1,0,0,0,0,0,5,0,0,0,N/A,N/A
長崎県,2020/3/23,253,1,0,0,0,0,0,7,0,0,0,N/A,N/A
熊本県,2020/3/23,543,7,2,0.008196721,0,0,0,22,0,0,0,3,N/A
大分県,2020/3/23,743,22,3,0.035714286,0,1,0.003401361,205,0,0,0,7.5,11
宮崎県,2020/3/23,228,3,1,0.026315789,0,0,0.013157895,8,1,0,0,6,10
鹿児島県,2020/3/23,196,0,0,0,0,0,0,3,1,0,1,N/A,N/A
沖縄県,2020/3/23,271,4,1,0.018518519,0,1,0,8,1,1,0,5,N/A
北海道,2020/3/24,1821,163,97,0.035947712,1,1,0.022875817,27,2,1,0,9,8.428571429
青森県,2020/3/24,101,2,0,0.076923077,0,0,0,4,0,0,0,5.5,N/A
岩手県,2020/3/24,41,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮城県,2020/3/24,175,1,0,0,0,0,0,13,2,0,0,N/A,N/A
秋田県,2020/3/24,200,2,1,0,0,0,0,79,2,1,0,N/A,N/A
山形県,2020/3/24,147,0,0,0,0,0,0,2,0,0,0,N/A,N/A
福島県,2020/3/24,170,2,0,0,0,0,0,6,1,1,0,N/A,N/A
茨城県,2020/3/24,621,10,4,0.048913043,2,5,0.02173913,70,1,1,0,6.125,7.25
栃木県,2020/3/24,320,6,1,0.053333333,1,2,0.013333333,13,0,0,0,5.5,10
群馬県,2020/3/24,224,14,3,0.063492063,1,3,0.015873016,10,0,0,0,4.5,1
埼玉県,2020/3/24,969,62,14,0.085616438,3,7,0.023972603,47,13,8,1,6.545454545,6.142857143
千葉県,2020/3/24,1268,57,17,0.097777778,1,5,0.026666667,8,8,5,0,5.863636364,8
東京都,2020/3/24,2893,171,83,0.107476636,10,17,0.057632399,137,84,48,2,7.953125,8.96969697
神奈川県,2020/3/24,1770,84,35,0.082758621,3,6,0.037931034,69,11,8,1,7.454545455,9.181818182
新潟県,2020/3/24,812,28,4,0.023809524,0,1,0,26,1,0,1,8.166666667,N/A
富山県,2020/3/24,67,0,0,0,0,0,0,4,2,1,0,N/A,N/A
石川県,2020/3/24,193,8,2,0.032258065,0,0,0,8,3,2,0,1,N/A
福井県,2020/3/24,114,1,1,0.038461538,0,0,0.038461538,6,4,0,0,6,6
山梨県,2020/3/24,383,4,2,0.034482759,0,2,0,13,0,0,0,1.5,N/A
長野県,2020/3/24,356,5,2,0.016393443,1,1,0.016393443,17,0,0,0,5,5
岐阜県,2020/3/24,348,11,2,0.072,0,2,0.008,101,1,0,0,7.5,6
静岡県,2020/3/24,611,3,2,0,0,0,0,27,2,2,0,N/A,N/A
愛知県,2020/3/24,2285,148,20,0.030748663,1,3,0.009358289,121,1,1,0,3.666666667,6.5
三重県,2020/3/24,370,9,2,0.010752688,0,0,0.010752688,24,0,0,0,6,6
滋賀県,2020/3/24,176,5,2,0.02,0,0,0,9,0,0,0,1,N/A
京都府,2020/3/24,974,27,9,0.039215686,1,2,0.024509804,37,2,0,1,7,7.8
大阪府,2020/3/24,1596,142,47,0.074812968,5,8,0.042394015,113,15,11,1,7.714285714,9.529411765
兵庫県,2020/3/24,1855,118,20,0.034897714,1,5,0.003610108,133,3,0,0,6.428571429,7.5
奈良県,2020/3/24,296,9,0,0.015625,0,0,0,12,4,3,0,N/A,N/A
和歌山県,2020/3/24,1373,17,3,0.007067138,0,0,0.003533569,57,0,0,0,7,6
鳥取県,2020/3/24,130,0,0,0,0,0,0,5,0,0,0,N/A,N/A
島根県,2020/3/24,106,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/3/24,233,1,0,0.017241379,0,0,0,14,0,0,0,5,N/A
広島県,2020/3/24,687,3,1,0.011627907,0,0,0,31,0,0,0,1.5,N/A
山口県,2020/3/24,192,4,1,0.023255814,0,0,0,8,0,0,0,10,N/A
徳島県,2020/3/24,104,1,0,0,0,0,0,2,1,0,0,N/A,N/A
香川県,2020/3/24,170,1,1,0,0,0,0,8,0,0,0,N/A,N/A
愛媛県,2020/3/24,219,3,1,0.02173913,0,0,0,4,0,0,0,2,N/A
高知県,2020/3/24,308,12,4,0,0,0,0,12,0,0,0,N/A,N/A
福岡県,2020/3/24,755,9,5,0.034482759,2,3,0.020689655,45,10,7,2,6.4,8.666666667
佐賀県,2020/3/24,117,1,0,0,0,0,0,4,0,0,0,N/A,N/A
長崎県,2020/3/24,268,1,0,0,0,0,0,15,1,1,0,N/A,N/A
熊本県,2020/3/24,567,7,2,0.008547009,0,0,0,24,0,0,0,3,N/A
大分県,2020/3/24,1171,23,3,0.021825397,0,1,0.001984127,428,0,0,0,7.5,11
宮崎県,2020/3/24,239,3,1,0,0,0,0,11,0,0,0,N/A,N/A
鹿児島県,2020/3/24,208,0,0,0,0,0,0,12,0,0,0,N/A,N/A
沖縄県,2020/3/24,285,5,1,0.036363636,0,1,0,14,2,1,1,5.5,N/A
北海道,2020/3/25,1888,167,100,0.043189369,3,4,0.026578073,67,2,2,0,10.07692308,10.875
青森県,2020/3/25,117,6,0,0.157894737,0,4,0,16,0,0,0,6,N/A
岩手県,2020/3/25,46,0,0,0,0,0,0,5,0,0,0,N/A,N/A
宮城県,2020/3/25,180,1,0,0,0,0,0,5,3,0,0,N/A,N/A
秋田県,2020/3/25,204,2,1,0,0,0,0,4,0,0,0,N/A,N/A
山形県,2020/3/25,156,0,0,0,0,0,0,9,0,0,0,N/A,N/A
福島県,2020/3/25,177,2,0,0,0,0,0,7,1,1,0,N/A,N/A
茨城県,2020/3/25,646,10,4,0.037433155,0,0,0.021390374,25,1,1,0,6.333333333,7.25
栃木県,2020/3/25,343,10,1,0.0875,0,4,0.0125,23,0,0,0,5.428571429,10
群馬県,2020/3/25,265,14,3,0.042553191,0,0,0.010638298,41,0,0,0,4.5,1
埼玉県,2020/3/25,1033,63,14,0.079872204,0,1,0.022364217,64,15,10,1,6.619047619,6.142857143
千葉県,2020/3/25,1329,60,17,0.094650206,0,3,0.020576132,61,12,6,4,5.826086957,7.8
東京都,2020/3/25,3054,212,96,0.155145929,13,41,0.072196621,161,73,48,2,7.147368421,8.488372093
神奈川県,2020/3/25,1845,88,37,0.093103448,2,4,0.044827586,75,16,10,2,8.384615385,9.230769231
新潟県,2020/3/25,857,29,4,0.025179856,0,1,0,45,1,0,1,8,N/A
富山県,2020/3/25,69,0,0,0,0,0,0,2,0,0,0,N/A,N/A
石川県,2020/3/25,194,8,2,0.038461538,0,0,0,1,3,3,0,1,N/A
福井県,2020/3/25,116,3,3,0.083333333,2,2,0.083333333,2,3,0,0,6,6
山梨県,2020/3/25,401,4,2,0.03030303,0,0,0,18,1,1,0,1.5,N/A
長野県,2020/3/25,371,5,2,0.015384615,0,0,0.015384615,15,0,0,0,5,5
岐阜県,2020/3/25,371,12,2,0.061643836,0,1,0.006849315,23,3,3,0,7,6
静岡県,2020/3/25,625,3,2,0,0,0,0,14,0,0,0,N/A,N/A
愛知県,2020/3/25,2406,154,20,0.030573248,0,6,0.007643312,121,5,2,1,4.047619048,6.8
三重県,2020/3/25,380,9,2,0,0,0,0,10,1,1,0,N/A,N/A
滋賀県,2020/3/25,180,5,2,0.02173913,0,0,0,4,1,0,0,1,N/A
京都府,2020/3/25,997,31,11,0.058139535,2,4,0.034883721,23,1,0,0,5.7,6.333333333
大阪府,2020/3/25,1661,149,50,0.081632653,3,7,0.040816327,65,21,15,1,7.142857143,8.9375
兵庫県,2020/3/25,1988,119,20,0.031358885,0,1,0.00232288,133,7,4,1,6.55,7.5
奈良県,2020/3/25,307,9,0,0.014925373,0,0,0,11,1,1,0,N/A,N/A
和歌山県,2020/3/25,1405,17,3,0.00330033,0,0,0,32,1,0,0,8,N/A
鳥取県,2020/3/25,136,0,0,0,0,0,0,6,0,0,0,N/A,N/A
島根県,2020/3/25,107,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/3/25,239,1,0,0.017241379,0,0,0,6,0,0,0,5,N/A
広島県,2020/3/25,719,4,2,0.017045455,1,1,0.005681818,32,0,0,0,3,6
山口県,2020/3/25,201,5,1,0.042553191,0,1,0,9,0,0,0,6.5,N/A
徳島県,2020/3/25,109,1,0,0,0,0,0,5,0,0,0,N/A,N/A
香川県,2020/3/25,179,1,1,0,0,0,0,9,0,0,0,N/A,N/A
愛媛県,2020/3/25,223,3,1,0,0,0,0,4,0,0,0,N/A,N/A
高知県,2020/3/25,313,12,4,0,0,0,0,5,3,1,0,N/A,N/A
福岡県,2020/3/25,787,9,5,0.032679739,0,0,0.019607843,32,5,5,0,6.4,8.666666667
佐賀県,2020/3/25,121,1,0,0,0,0,0,4,1,1,0,N/A,N/A
長崎県,2020/3/25,279,2,0,0.015151515,0,1,0,11,0,0,0,7,N/A
熊本県,2020/3/25,595,8,3,0.015625,1,1,0.0078125,28,2,1,0,3.5,4
大分県,2020/3/25,1389,25,3,0.019639935,0,2,0.001636661,218,1,1,0,7.5,11
宮崎県,2020/3/25,246,3,1,0,0,0,0,7,0,0,0,N/A,N/A
鹿児島県,2020/3/25,215,0,0,0,0,0,0,7,0,0,0,N/A,N/A
沖縄県,2020/3/25,294,5,1,0.035714286,0,0,0,9,2,2,0,5.5,N/A
北海道,2020/3/26,1929,168,101,0.039711191,1,1,0.025270758,41,0,0,0,10,10.14285714
青森県,2020/3/26,129,6,0,0.130434783,0,0,0,12,0,0,0,6,N/A
岩手県,2020/3/26,50,0,0,0,0,0,0,4,0,0,0,N/A,N/A
